wavelength,bc01_16ms_lag,bc02_16ms_lag,bc03_16ms_lag,bc04_16ms_lag,bc05_16ms_lag,bc06_16ms_lag,bc07_16ms_lag,bc08_16ms_lag,bc09_16ms_lag,bc10_16ms_lag,bc11_16ms_lag,bc12_16ms_lag,bc01_32ms_lag,bc02_32ms_lag,bc03_32ms_lag,bc04_32ms_lag,bc05_32ms_lag,bc06_32ms_lag,bc07_32ms_lag,bc08_32ms_lag,bc09_32ms_lag,bc10_32ms_lag,bc11_32ms_lag,bc12_32ms_lag,bc01_16ms_log,bc02_16ms_log,bc03_16ms_log,bc04_16ms_log,bc05_16ms_log,bc06_16ms_log,bc07_16ms_log,bc08_16ms_log,bc09_16ms_log,bc10_16ms_log,bc11_16ms_log,bc12_16ms_log,bc01_32ms_log,bc02_32ms_log,bc03_32ms_log,bc04_32ms_log,bc05_32ms_log,bc06_32ms_log,bc07_32ms_log,bc08_32ms_log,bc09_32ms_log,bc10_32ms_log,bc11_32ms_log,bc12_32ms_log,bc01_16ms_stat,bc02_16ms_stat,bc03_16ms_stat,bc04_16ms_stat,bc05_16ms_stat,bc06_16ms_stat,bc07_16ms_stat,bc08_16ms_stat,bc09_16ms_stat,bc10_16ms_stat,bc11_16ms_stat,bc12_16ms_stat,bc01_32ms_stat,bc02_32ms_stat,bc03_32ms_stat,bc04_32ms_stat,bc05_32ms_stat,bc06_32ms_stat,bc07_32ms_stat,bc08_32ms_stat,bc09_32ms_stat,bc10_32ms_stat,bc11_32ms_stat,bc12_32ms_stat,ec01_16ms_lag,ec02_16ms_lag,ec03_16ms_lag,ec04_16ms_lag,ec05_16ms_lag,ec06_16ms_lag,ec07_16ms_lag,ec08_16ms_lag,ec01_32ms_lag,ec02_32ms_lag,ec03_32ms_lag,ec04_32ms_lag,ec05_32ms_lag,ec06_32ms_lag,ec07_32ms_lag,ec08_32ms_lag,ec01_16ms_log,ec02_16ms_log,ec03_16ms_log,ec04_16ms_log,ec05_16ms_log,ec01_32ms_log,ec02_32ms_log,ec03_32ms_log,ec04_32ms_log,ec05_32ms_log,ec01_16ms_stat,ec02_16ms_stat,ec03_16ms_stat,ec04_16ms_stat,ec05_16ms_stat,ec06_16ms_stat,ec07_16ms_stat,ec08_16ms_stat,ec09_16ms_stat,ec01_32ms_stat,ec02_32ms_stat,ec03_32ms_stat,ec04_32ms_stat,ec05_32ms_stat,ec06_32ms_stat,ec07_32ms_stat,ec08_32ms_stat,ec09_32ms_stat,lm01_16ms_lag,lm02_16ms_lag,lm03_16ms_lag,lm04_16ms_lag,lm05_16ms_lag,lm01_32ms_lag,lm02_32ms_lag,lm03_32ms_lag,lm04_32ms_lag,lm05_32ms_lag,lm01_16ms_log,lm02_16ms_log,lm03_16ms_log,lm01_32ms_log,lm02_32ms_log,lm03_32ms_log,lm01_16ms_stat,lm02_16ms_stat,lm03_16ms_stat,lm01_32ms_stat,lm02_32ms_stat,lm03_32ms_stat,pa01_16ms_lag,pa02_16ms_lag,pa03_16ms_lag,pa04_16ms_lag,pa05_16ms_lag,pa06_16ms_lag,pa01_32ms_lag,pa02_32ms_lag,pa03_32ms_lag,pa04_32ms_lag,pa05_32ms_lag,pa06_32ms_lag,pa01_16ms_log,pa02_16ms_log,pa03_16ms_log,pa04_16ms_log,pa05_16ms_log,pa06_16ms_log,pa07_16ms_log,pa08_16ms_log,pa01_32ms_log,pa02_32ms_log,pa03_32ms_log,pa04_32ms_log,pa05_32ms_log,pa06_32ms_log,pa07_32ms_log,pa08_32ms_log,pa01_16ms_stat,pa02_16ms_stat,pa03_16ms_stat,pa04_16ms_stat,pa05_16ms_stat,pa06_16ms_stat,pa07_16ms_stat,pa08_16ms_stat,pa01_32ms_stat,pa02_32ms_stat,pa03_32ms_stat,pa04_32ms_stat,pa05_32ms_stat,pa06_32ms_stat,pa07_32ms_stat,pa08_32ms_stat,se01_16ms_lag,se02_16ms_lag,se03_16ms_lag,se04_16ms_lag,se05_16ms_lag,se01_32ms_lag,se02_32ms_lag,se03_32ms_lag,se04_32ms_lag,se05_32ms_lag,se01_16ms_log,se02_16ms_log,se03_16ms_log,se04_16ms_log,se05_16ms_log,se01_32ms_log,se02_32ms_log,se03_32ms_log,se04_32ms_log,se05_32ms_log,se01_16ms_stat,se02_16ms_stat,se03_16ms_stat,se04_16ms_stat,se05_16ms_stat,se06_16ms_stat,se07_16ms_stat,se01_32ms_stat,se02_32ms_stat,se03_32ms_stat,se04_32ms_stat,se05_32ms_stat,se06_32ms_stat,se07_32ms_stat,sa01_16ms_lag,sa02_16ms_lag,sa03_16ms_lag,sa04_16ms_lag,sa05_16ms_lag,sa06_16ms_lag,sa07_16ms_lag,sa08_16ms_lag,sa09_16ms_lag,sa10_16ms_lag,sa11_16ms_lag,sa01_32ms_lag,sa02_32ms_lag,sa03_32ms_lag,sa04_32ms_lag,sa05_32ms_lag,sa06_32ms_lag,sa07_32ms_lag,sa08_32ms_lag,sa09_32ms_lag,sa10_32ms_lag,sa11_32ms_lag,sa01_16ms_log,sa02_16ms_log,sa03_16ms_log,sa04_16ms_log,sa05_16ms_log,sa06_16ms_log,sa07_16ms_log,sa08_16ms_log,sa01_32ms_log,sa02_32ms_log,sa03_32ms_log,sa04_32ms_log,sa05_32ms_log,sa06_32ms_log,sa07_32ms_log,sa08_32ms_log,sa01_16ms_stat,sa02_16ms_stat,sa03_16ms_stat,sa04_16ms_stat,sa05_16ms_stat,sa06_16ms_stat,sa07_16ms_stat,sa08_16ms_stat,sa01_32ms_stat,sa02_32ms_stat,sa03_32ms_stat,sa04_32ms_stat,sa05_32ms_stat,sa06_32ms_stat,sa07_32ms_stat,sa08_32ms_stat
395.4941,0,0.622353,0.064527996,-1.09465,-1.49281,-0.97976,-0.24007,0.060945,0.247423,2.628512,0.637664,0.192628,-0.08667,-0.45639,0.516224999,-1.54062,0.456133,-1.18387,0.800218,0.487562,0.494845,3.310051,0.637663,0.813315,-1.82347,-0.44557,-0.47516332,2.08515797,1.711495,0.591825,-0.80847,0.54028,-0.31181,0.306702,-3.43709,0.260152,-0.8416,0.933573,1.040834299,0.397172299,0.040751,0.131516,0.538978,0.04002,0.914642,-2.16756,-1.67448,-1.34412,-0.20475,0.383045,-0.279775534,-0.691797676,-0.53737,0.361383,0.307881372,1.835246,1.202269,-4.74055,0.127427,1.137996,0.455006,1.149128,0.093255431,0.041926917,-0.53737,0.321229,-0.24630431,-0.88598,-0.92807,0.083144,-0.21237,0.969403,-0.84966,0.786579,-0.12975,-0.64256,-0.59765,-1.05627,3.554267,0.188377,0.17429,0.305892,0.302749,-0.31154,1.035919,-1.07698,2.648272,-0.25117,-1.08649,-0.962160128,0.563223,9.23E-07,0.76938,-0.04261,0.983543466,1.408052,0.617652,0.299204,-0.06329,0.193643718,-1.979567812,-1.66475,-0.73483,0.130638,3.839217,-1.08279,0.188591,-0.29536,0.817615853,-0.537656847,-0.08221,-0.78381,0.130635,2.429333,-0.2707,0.37718,-3.50479,0.17779,0.519307,-0.77618,-0.06152,1.571888,0.197543,-0.73568,-0.94867,-0.57423,-0.13093,1.258058,-1.13922,0.741633,-0.08829,0.421944,-1.86119,-0.5803,-0.57044,-0.76049,0.343881,0.126762,-0.25026,-1.1983,-0.12448,-0.39747,-0.32248,-1.64177,0.583949,-1.26E-07,0.290461,-0.04416,0.601966,-0.11727,0.380826,-0.452980373,9.56E-07,1.529802,-0.44128,1.156812,-0.19666,-0.06211,0.169258,0.560834771,0.697718892,0.212472,-0.12608,0.324721,0.087407,0.538299,1.167576,1.165914007,-1.22072865,-0.50125,1.235617,-0.06082,0.192142,1.786078,0.245806,0.244288706,-1.284997583,0.250627,-0.04335,0.081103,-0.29889,0.821184,0.128596,0.328784,1.344575,2.090057,-1.5475,0.642964,0.306861,0.811015,1.25853,0.03968,0.646845,-0.46634,0.379020007,-0.38713,0.787276,-0.51748,0.044413,0.084226546,0.430159,0.807457,0.918231,1.283523,-0.734724275,0.183516,2.187136,-0.7746,0.423758,0.655876,-1.28352,-0.5788767,-0.48938,-0.39408,-0.73157,0.080716,0.141226,-0.92227,-0.37589,-0.30368,-1.18012,0.933263,1.115037,0.186163,-0.76511,-0.91112,-0.85167,0.376605,-0.57386,0.835308,0.526373,0.550724,-0.11666,0.043735,0.455066,-2.50781,-0.16198,0.40556,1.126333,0.927053496,0.514585,2.822809,-2.57949,1.045864,-0.18997,-0.13134,0.834319,-0.08828934,0.171522,-0.50182,-0.67109,-0.43581,-0.59104,1.09E-07,0.48007,1.229528913,-1.13491,0.25978,0.433044,1.757536,-0.5258,-0.18286,1.463077,0.723252506,-2.26983,-0.47626,0.00000128,1.046171,-0.21908,-0.00000162
395.8915,1.56006,-2.11599,0.645278962,-2.55417,-0.5598,-0.06123,0.600163,-0.79228,0.123709,0.292028,1.78543,-0.19263,0.996705,-0.16596,-0.043017502,-1.0541,0.663466,0.612345,0.040013,0.162518,0.329893,1.829989,1.06276,-0.55648,0.2104,-1.20939,-0.135760445,0.536180101,0.305624,0.328791,-0.99503,-0.60032,-0.56125,0.061425,-0.52878,0.84549,0.233775,-1.01844,-0.181013757,0.357456107,0.814995,0.920616,-0.53897,0.04002,-0.08315,0.572499,0.925363,0.173431,-2.93477,-2.1706,0.419667048,0.31445271,-0.00000268,-0.54207,-0.800487283,0.696122,-1.0757,1.30973,-0.31856,-0.69544,-0.5005,-0.04256,0.606186365,-0.628906814,0.179124,-1.00383,0.4515545,0.295326,-0.25311,-0.49894,-1.18928,-1.05369,0.84966,-1.11431,0.648743,-1.98608,0.17929,0.24853,1.881335,-1.31862,0.566439,0.262192,-9.89E-07,-1.32405,0.278899,0.621329,2.926521,-1.13024,-1.27822,0.128289401,-0.91523,-1.60589,0.192344,0.213034,-0.470385454,-0.51628,-1.19412,-0.34194,-2.08861,-2.130097709,-0.21995045,1.294805,-1.02875,-0.65318,0.715669,0.473714,-0.94295,-0.46414,-0.344257233,0.342145706,0.205521,0.097977,0.0000013,-2.94944,-0.09023,0.083817,4.778309,-0.53337,-0.25965,0.776173,1.107426,2.208633,-0.59263,-0.43275,-0.43121,0.205079,4.709995,-2.11882,-0.82276,1.395442,-0.61798,-0.42193,-4.14185,0.257906,-0.25352,-2.80123,0.558798,-0.4648,-0.06257,1.654795,0.37344,0.066244,0.515967,0.117268,-0.41711,-0.30433,0.373446,-0.57413,-0.08599,-0.07818,-0.50776,1.164799637,-0.627948191,-0.44619,-0.50431,-0.12177,-0.13111,-0.559,0.634701,1.121659279,-1.023320654,-0.46744,0.168106,-0.04059,-0.96146,0.372669,-1.65918,0.632922028,-1.156475659,-1.75437,-0.84542,-0.54744,-0.38428,0.18477,0.573542,1.310250757,-0.513991123,-0.87719,0.390194,-0.64882,0.597768,0.164236,1.157322,-0.13151,-1.21652,-0.80905,-1.19038,-0.08573,-0.56989,-0.21342,0.539369,-0.43647,-1.61709,-0.93267,-1.010715034,0.129045,0.242244,0.776206,0.355303,0.084226371,-0.81729,0.403729,-0.65587,0.192528,-1.26905689,-1.34577,-1.0049,-0.19365,1.089653,-1.09312,-0.38506,-0.222642028,0.448589,0.157629,0.559429,0.121073,-0.49429,0.368908,-0.43854,-0.36441,0.413041,-0.93326,-0.0656,-1.11697,-0.63748,-0.60741,-0.365,-1.27104,-0.24594,-0.79354,-0.44539,0.865417,-0.81661,-0.08746,0.165477,3.697384,-0.97186,-1.01389,-0.75088,1.986511299,-1.54373,8.592621,-0.69206,0.326841,-1.32984,0.394027,-0.12515,1.456782829,-0.17153,4.43221,0.419424,2.396509,-1.13985,-0.13134,0.54865,0.361627145,-1.6393,-2.01326,1.422837,-2.07109,-0.32862,-0.85334,0.640091,0.144650125,-0.29424,-1.29888,1.89E-07,-2.80327,-0.74487,0.893972
396.2889,0.715025,0.062234,-1.03244983,-0.91221,2.923387,0.489875,0.540146,0.182837,-0.74227,-0.40884,0.191293,0.577884,0.650022,-0.74682,-0.731315548,-0.64868,0.995199,-0.20411,-0.44012,-1.097,0.288661,0.97346,0.382592,1.198575,0.631193,0.57287,1.425496219,-1.489386182,-0.12225,0.263034,0.248757,-0.42022,0.935429,1.594791,0.396589,1.235727,0.327287,0.594086,0.67880464,0.158870278,-0.163,-0.13152,-0.87066,-0.92047,0.582044,-3.47597,0.396586,0.82382,-0.20475,-0.38305,-0.419667919,0.75468285,-0.13434,-0.78299,-0.184727837,-2.34151,-2.08814,0.311845,0.127421,-0.25289,0.2275,-1.1917,-0.839333863,-0.461194444,-0.58215,-0.44169,-0.862062605,-0.88598,-1.26555,1.663284,-0.21237,-1.0537,2.352898,0.721023,-0.71362,0.11683,0.657402,-0.1864,-0.55756,0.062791,1.220019,0.262187,0.432497,-0.46731,0.039843,0.165691,-1.34731,-0.58605,0.575195,0.769724095,0.633628,2.964716,-2.30814,-1.36343,1.325633045,0.28161,0.823531,-1.92345,0.063286,-0.064553349,0.659852446,-0.18498,-0.73482,-2.15549,0.195209,-0.13534,-1.25726,0.928274,-0.989740619,-0.146634771,-1.43867,0.342917,-0.34836,0.694078,0.49628,0.293361,6.435558,-0.4741,-0.25965,0.323411,-0.12305,3.100941,-0.98772,-0.77896,0.776182,0.820323,-1.24304,0.132426,-0.31645,-0.34889,-0.75042,-0.29535,7.023941,0.257918,-0.12677,3.281781,-0.12896,-0.80284,1.376439,-1.94011,1.431539,0.463717,-0.19349,-0.23454,0.250264,-0.76083,0.746891,0.662451,-0.60196,-0.7427,0.888587,0.71181894,-0.767493013,-1.14734,1.197751,-1.2177,0.852198,0.43478,0.380822,0.129422173,-0.046518827,-0.25497,1.639033,-1.29886,-0.65555,0.207037,-1.22902,0.632917264,1.027980251,0.438594,-1.69085,1.581496,1.024756,-0.92382,-1.14709,0.954930444,0.171329206,0.584798,-0.47691,0.527165,0.042698,-0.57483,0.964434,-0.4603,0.25611,-1.41585,0.238074,-0.21431,-0.43837,0.128055,-0.71916,0.79359,0.646836,-0.93267,-1.073888683,0.516185,0.242238,0.646838,-0.71061,-0.252683274,0.645221,-0.24224,0.393521,1.219347,-1.669814935,0.367029,-3.36936,-1.0328,-0.36322,-0.34981,-0.38506,0.133583175,0.163123,-1.93098,-0.5164,-0.84751,2.118387,-1.10673,0.187944,-1.27544,0.413041,-1.3999,-1.24621,0.682596,-1.59404,1.397044,-0.30417,0.988579,-0.24594,-0.25059,-0.44539,0.668729,-0.73883,-0.43727,0.744651,-1.0626,1.295809,-0.16222,0.062574,1.05947593,-1.1578,-0.18826,-0.94372,5.687094,0.823225,-1.70746,0.166863,0.618028901,-1.20068,-5.31069,-0.8808,1.830258,-0.29552,-1.00697,-1.64595,0.650924449,1.008802,1.298883,0.86608,-2.07134,-0.98586,-0.18286,-0.96014,-0.048216909,0.420335,0.432966,0.65987,0.00000239,-0.39434,1.178423
396.6863,-0.52006,2.178335,-2.064991136,0.851433,3.047967,-1.53094,-1.2004,0.853271,1.360885,-5.7415,-0.12753,-0.19264,-0.34671,0.622385,0.817393847,-0.20273,1.327006,0.285776,1.000333,0.203161,0.32991,-2.73398,-0.29759,-0.81335,0.420815,4.392246,-0.067886915,3.276830489,-2.62849,-1.381,1.243856,0.660376,3.180636,2.523547,1.850829,2.341503,2.524927,2.121874,0.316797299,3.137824779,-0.93729,1.008343,0.787798,1.480855,2.910399,4.06128,0.484746,1.907894,0.614292,-2.10686,0.279792801,0.12578298,1.07479,0.3614,3.263684009,0.696138,-1.07576,-11.8247,1.401728,1.327726,1.274096,-0.51076,2.42490599,1.341754711,0.537386,1.606219,2.052628094,1.98301,1.645296,-9.59273,1.868994,0.674399,-0.45753,1.63878,-1.42732,1.343595,0.717218,-2.73399,-13.4238,-1.1931,0.522897,1.442136,0.562269,0.545226,0.35861,0.124272,-4.75419,0.879126,1.789606,2.50174409,0.422439,0.49415,1.282365,3.579246,0.085530086,-0.46938,0.782395,1.453349,-1.70897,-0.774617057,0.513255495,-1.66485,-0.14697,-0.13064,-1.76162,-0.54142,2.074584,0.548558,-1.032832769,0.782088,-1.27433,-0.29395,1.045137,-0.0000693,-0.09024,0.754404,1.72563,-1.778,2.077325,-0.77622,0.184587,-3.57905,-0.98778,1.644552,0.776221,0.902405,-5.64789,-0.39729,3.797592,2.539262,0.750469,1.940983,0.18028,-0.58033,3.929872,-0.08047,2.192379,0.507079,-0.8134,1.312503,1.92957,1.126222,-1.3545,0.645014,-1.08453,0.00000113,2.157802,-0.22083,-1.247,-0.39092,0.571274,1.100136212,0.558204614,-2.48603,-0.4413,0.365323,-0.19667,0.496915,1.692643,0.647138922,0.325620406,-0.50996,0.630433,1.704857,1.573383,0.24846,-2.704,0.899467505,2.505856331,-1.00256,-0.78043,2.372369,-0.00000285,-3.26435,-0.24582,-0.111039152,1.413557318,-0.12532,0.737072,1.17605,0.213501,0.739107,-0.0643,-1.05216,0.640305,0.471977,0.833313,-1.41459,0.131523,1.109863,-0.5394,0.396813,0.258749,-0.79947,-0.063172853,0.322631,1.756314,0.690001,-1.06597,-0.168459724,-0.12905,-0.72675,-1.18063,-3.33734,-0.667962843,1.59054,-1.47788,-0.64554,-1.57402,-0.08745,-1.06967,0.311716528,0.122343,1.418768,0.086071,0.403608,-0.49432,1.106783,3.007268,1.579194,0.767116,-0.58332,-0.45915,1.737603,-7.22779,0.850412,-1.21673,0.612012,0.122973,1.169486,0.769358,1.180178,0.816644,1.311871,0.0000109,-1.40703,-0.32397,0.770601,1.18897,0.331113441,0.964893,-3.96409,2.957123,3.081425,2.089861,2.627011,2.211067,1.589323282,0.857684,1.258679,1.551982,3.278458,1.604329,2.057846,-1.64604,0.6509649,2.900473,1.298952,0.433058,3.714417,1.117374,2.255372,-1.09737,0.14465906,1.555322,0.173195,2.185944,6.001085,2.059493,1.341045
397.0836,0.130014,1.867163,-1.419710603,3.709871,2.985793,0.00000283,1.260425,-3.04742,2.226921,4.453517,-0.95654,-0.32106,1.993549,1.078807,-0.860427614,0.243273,0.24881,0.449092,1.000333,-1.09708,0.659837,4.844247,-1.57298,1.198643,3.577017,1.973376,3.122725033,1.132023265,-1.22255,-0.92067,2.923092,-0.60034,2.432262,-4.61656,0.132208,-0.32522,1.215715,1.485336,3.077486164,1.9462709,-0.61128,0.306892,2.529204,0.680393,2.577809,-0.82057,1.806803,1.691103,2.047664,0.319222,2.378291048,1.257883517,1.343486,1.325136,0.923689915,-0.12657,1.645302,-10.1999,-0.63716,0.821937,1.683655,0.595886,2.051870333,0.461236033,1.56741,1.927503,2.052677492,0.0000319,2.320312,-8.6777,0.849548,2.44473,0.065363,1.507702,0.908299,1.518857,1.793046,0.124277,-3.35678,0.75354,1.830162,0.611822,0.64879,-0.07789,-0.11954,0.12428,-14.08,1.758273,3.195759,-0.449035871,0.563257,0.247073,1.73121,1.704425,0.812551513,0.234692,1.111838,1.196883,1.962151,-0.387314676,2.126322571,1.171563,1.616708,-0.39193,-5.0909,1.150526,1.257332,1.223704,1.377119979,0.391051313,0.041116,1.518734,-0.34838,-6.04822,0.315824,-0.25147,0.191804,-0.17781,1.03867,1.293722,-0.86139,-3.02556,-0.3556,0.086555,0.344992,1.476678,-8.93308,3.112194,3.291277,-1.57631,0.309021,2.573953,4.398416,-0.58033,2.091718,1.365766,0.214946,0.887398,-0.50056,-0.97012,2.614285,0.927487,-0.387,-0.29319,-1.41824,0.30436,1.203402,0.309166,0.731,0.547295,2.094664,0.647132758,1.674650584,-0.50997,-1.76524,2.374646,-1.77006,-1.05596,1.184858,-0.474572527,1.814189132,0.509963,-0.04203,2.435551,0.743001,-1.03526,-4.31E-07,-1.232612645,2.377369206,-2.94505,1.495836,0.547479,1.024821,-1.53981,1.024248,-0.82174202,0.942385666,-0.33419,1.083931,0.689438,1.238322,-0.82123,0.192902,-0.52608,0.384181,0.471977,-1.54761,-0.08574,-0.26304,-0.17075,1.258605,0.158729,1.552515,-0.19987,0.379046125,-0.9679,-0.18168,0.301877,1.154813,0.168462747,-0.7313,-0.40376,1.246246,1.604498,0.868363148,0.91763,-0.88673,1.420193,-1.8162,1.005742,1.839845,0.534376638,-0.20392,-0.47291,0.903758,-0.2018,0.776791,0.799366,1.691599,0.12147,1.416233,0.349998,-0.78712,0.372347,9.661653,0.060745,0.365026,-0.14124,0.245956,0.250608,0.323947,0.078678,0.622214,-1.35561,1.365284,-4.73458,-0.64795,0.324465,3.754666,3.112395901,2.57307,-3.96505,1.82463,-5.96847,0.443312,4.597338,2.878579,0.220760203,2.229984,-1.38445,0.419451,5.728001,0.633299,3.853026,-1.16596,-1.084942845,2.585225,1.104111,-0.06187,-2.64411,0.591557,0.9753,1.554621,0.530415619,1.681448,0.952571,0.288725,-2.47632,0.438183,0.934681
397.4808,-2.08018,1.120305,1.03251478,1.520432,2.985763,-1.34723,-1.20039,2.011285,0.123719,0.878834,-1.91309,3.14644,-0.73674,0.207465,-0.516252484,1.054166,0.456155,-0.04083,0.800271,0.934536,-0.45363,3.203056,-0.93529,0.9846,-1.82357,3.501094,0.271545584,1.727810043,3.178665,-0.26304,1.243862,1.260745,1.184955,11.6332,-0.661,0.845546,-0.46757,4.328659,1.086175831,1.350464721,0.285261,1.096043,0.787779,0.680378,2.245176,3.405781,1.277989,1.430934,1.433361,-0.51076,1.049258442,1.132095683,0.403044,1.264897,1.539484623,1.772062,3.480439,-7.69596,-0.63716,0.821937,0.955574,0.383075,1.49228588,0.628943626,0.179142,1.164523,3.037910903,1.350152,3.24841,-1.25129,0.509732,2.318277,1.241889,0.26221,0.778547,1.051515,-0.23907,-0.55923,-1.81829,0.565159,0.827927,-0.39331,-0.47577,0.584176,0.079691,0.41424,-0.65275,0.753548,1.470073,0.128300836,-0.84488,-0.49415,-0.25647,1.874889,0.769776639,-1.17345,1.194201,0.299221,0.063295,-0.451863185,0.366614316,0.308304,2.498518,1.959633,-5.09006,0.067678,0.691529,-0.37978,-0.301240296,-0.635448913,0.534396,0.097971,-0.34838,-1.87059,-0.09024,-0.62867,12.46444,-0.889,0.259666,1.358381,-1.72278,5.710039,-0.3556,-0.04328,2.069931,0.98445,-11.6903,0.529737,2.658321,2.145414,1.677516,3.966427,-8.49427,2.514786,2.218478,-5.58209,2.837204,2.324124,-3.12848,0.91305,1.182648,-1.19247,-2.25751,0.996838,-1.87708,0.418482,0.207482,0.309161,-0.559,0.547288,2.983305,1.423727268,-1.7444102,1.402389,-1.7652,0.547992,0.721146,0.993841,0.973274,0.172570975,0.093034827,0.637447,-0.46231,1.217753,0.69929,0.621146,-0.73746,-0.966093336,1.413546873,0.250631,2.341288,3.284823,-0.0000018,1.047061,0.819402,0.59964438,1.285052589,-0.12532,1.430783,2.635983,-0.93942,0.287432,-0.06429,-0.06576,1.344651,-0.06742,1.190444,-1.11453,-0.30689,-0.29881,-0.3596,0.476181,2.652206,-1.46571,-1.516171753,0.709803,0.363376,1.336885,-0.17766,-0.715971292,0.989418,1.776513,-0.06559,-1.73287,1.402742162,0.428229,1.182291,1.74295,1.331872,1.399283,0.812946,1.157806336,1.427402,-0.47291,-1.6784,0.645762,-1.62419,-0.79935,1.691591,1.882897,1.711259,0.174998,-0.9839,2.296143,-1.21576,-2.06533,-0.30419,-1.12988,-0.12298,0.417678,0.647879,0.511411,1.361085,1.049525,1.820364,-4.3928,-0.0405,1.378988,5.131396,2.648852897,-0.2573,9.000324,0.314606,-2.95127,2.849821,1.050806,2.628273,2.074933949,1.543834,-0.50335,1.426157,3.016407,2.406519,1.401097,-1.16595,2.965502234,-0.63055,2.857698,3.588245,-1.6365,0.262908,1.280088,0.640137,1.687680692,-0.00000222,0.779375,1.526037,0.461867,2.059513,0
397.878,0,0.871343,-2.000490648,0.851444,-3.59E-07,0.551145,1.740574,2.011299,0.866028,-0.87908,0.573928,1.09162,0.303362,0.539406,-0.51625844,0.08109,-0.74644,0.775682,0.480159,0.81265,-0.65983,-0.97666,1.062828,0.04281,1.543025,1.973367,0.067870441,1.608613931,1.772723,0.789153,1.741436,0.180102,-1.06021,-1.04651,1.322027,0.845549,1.449508,2.588718,2.353345401,2.224273534,0.61128,1.096051,1.451202,2.601497,0.582092,-3.4879,2.600003,2.124726,3.071483,-0.25538,0.489651065,1.635258864,0.671747,-0.1807,1.293172142,2.278369,1.455456,-13.7663,-0.76459,1.264504,1.638137,0.638457,2.331674565,1.802984946,1.746533,1.566079,1.765302511,1.645497,2.910928,-1.50162,1.23184,1.095907,1.241891,0.524415,-0.71366,1.752525,0.717216,1.242741,-7.62269,0.313976,1.525124,-0.30591,1.513828,0.895737,0.916442,1.491278,-11.1425,1.758274,4.026641,-0.898065371,-1.68978,0.802997,0.256476,4.985418,0.598712926,-0.09388,-0.12353,1.496118,0.06329,3.033955353,-1.46642974,0.308306,-1.02881,-0.97982,3.850893,-1.5566,2.829014,-1.4347,0.387310046,-0.928737189,0.328863,-0.04899,-0.04355,-4.87353,-0.58655,0.754401,-4.28287,1.007532,-2.20716,1.875881,-1.78433,-3.53715,1.461915,-0.60589,1.336833,0.164071,5.977049,-0.52973,0.189881,5.079242,1.147787,2.278591,-8.61524,-2.32132,0.4437,-2.04824,1.031729,2.324135,-1.56423,-0.51359,2.676536,-1.92122,0.967499,-0.82094,-0.41713,1.673916,1.53538,-0.83915,1.504998,-1.0164,-0.12695,-0.711866848,-0.767539203,2.741051,0.756523,1.339537,-0.19668,1.801346,-0.08463,-0.129430117,0.6977525,2.507317,0.504355,1.380136,5.76E-07,0.538332,0.676003,-0.166569554,0.385516248,0.062657,0.390217,2.91986,0.960771,3.202802,1.392977,-0.999406482,0.813877179,0.083556,-0.13007,1.257169,0.256204,0.985476,0.514395,-2.56465,3.265596,0.269699,0.773798,0.385796,-0.04385,1.878256,0.539404,0.39682,-0.58219,2.465072,2.463778454,0.838852,2.180277,-0.12938,-1.06599,-0.252695388,0.645273,1.090139,0.065591,0.898522,0.868364443,0.244702,-0.53204,0.839207,1.755656,0.612188,1.454743,-0.489841408,1.14195,0.157642,-0.12911,1.251159,-1.55359,-1.35275,2.756679,-0.06074,2.360391,-0.29166,3.148504,2.296123,-14.5234,-0.78969,-1.21675,-0.75325,1.229768,1.545415,-0.12147,-1.37689,1.516644,1.443066,1.117051,-8.5732,-0.64795,0.486699,1.564459,1.523094373,0.643261,2.329083,-0.31459,-7.47644,0.949946,2.627038,1.293285,1.765923658,1.972658,1.930433,2.18117,-1.48661,0.126676,3.853029,1.028781,0.361638773,-1.19803,0.909277,1.608529,2.078208,-1.31458,1.219139,2.286197,0.144663906,-0.29424,0.9959,0.536181,-0.0000156,-0.61347,0.853397
