wavelength,bc01,bc02,bc03,bc04,bc05,bc06,bc07,bc08,bc09,bc10,bc11,bc12,ec01,ec02,ec03,ec04,ec05,ec06,ec07,ec08,lm01,lm02,lm03,lm04,lm05,pa01,pa02,pa03,pa04,pa05,pa06,se01,se02,se03,se04,se05,sa01,sa02,sa03,sa04,sa05,sa06,sa07,sa08,sa09,sa10,sa11
620.938,241.0656,163.0993,274.9149799,335.9119,122.0292,226.2122,458.3218,333.6265,277.534,203.0068,223.123,230.6268,210.7615,42.6334,224.7825,163.6563,164.0555,320.8806,258.639,233.4863,518.0142,441.1521,449.5833,392.2486,888.1272,110.1446,424.3082,181.8105,184.2397,243.2796,152.8204,175.1847,165.1374,177.024,414.1999,210.5233,516.0131,746.2675,663.6886,752.6118,534.6943,798.9659,961.6742,828.6715,863.3327,673.5831,745.6644
621.3087,246.7907,165.0299,274.0165095,335.9162,128.0106,224.7408,450.1466,332.1575,278.0354,194.6067,220.571,237.8277,209.7131,45.91236,219.3287,162.257,155.9232,313.9068,256.8686,230.9738,527.8334,431.6469,440.7383,387.0633,884.1722,109.9551,418.3628,174.3289,179.9952,231.916,151.2969,175.7003,160.9273,177.2789,399.6105,215.1802,512.6117,734.915,652.1328,744.8097,521.4549,788.6705,943.2412,824.6816,865.3301,674.5589,740.6026
621.6793,242.1024,158.547,270.7820122,332.4966,117.5491,227.1916,448.2083,327.269,273.5729,186.9451,214.9513,228.5644,212.3282,45.19128,213.6097,162.2517,157.8319,310.4217,258.3138,228.4623,503.702,426.0565,432.3891,379.2828,873.2908,108.4523,420.1872,176.825,175.7518,228.2967,148.9425,175.1859,168.2976,175.744,395.8232,208.9715,505.821,733.4311,639.5648,728.2269,516.72,783.9977,926.911,819.2024,872.4538,658.9518,727.6029
622.0498,237.942,163.0375,270.7840138,327.6237,114.0648,223.2661,455.4255,321.4101,272.5842,188.3832,208.3058,231.6482,212.33,41.51728,216.2107,161.7858,152.088,311.4151,260.0245,222.931,510.92,422.1331,436.0372,378.2344,864.8944,103.9469,416.0674,180.3124,177.8667,230.8749,144.7195,163.8629,160.0708,172.6634,394.7364,207.0652,492.2399,730.4766,637.0412,730.6558,515.2845,776.4885,919.5347,803.7486,864.8165,655.536,730.832
622.4203,235.855,157.0541,264.185242,334.6889,115.0607,212.4742,445.7881,319.9349,270.1017,197.8798,202.1753,223.9319,208.664,37.84731,216.4665,162.7154,147.7821,310.4214,282.2005,220.9168,503.73,419.7442,436.0439,367.8635,852.0356,106.4485,411.9498,175.3244,175.2144,231.9122,142.3698,170.0403,161.4534,176.51,393.2543,202.771,495.6226,718.624,637.5436,729.2003,506.777,766.8426,919.0134,794.2883,857.248,644.3265,719.7964
622.7908,232.731,157.5516,263.1546464,320.5591,120.0397,219.8287,432.7962,317.9913,261.6723,194.0223,208.8142,219.8207,206.0445,38.37163,213.6108,154.295,149.2137,306.9301,249.0415,223.4329,520.6282,417.3673,427.7004,368.8966,846.1142,104.4465,398.2181,174.5743,180.5188,222.6103,145.3033,164.3726,157.2419,169.8402,388.2545,202.8891,493.9283,710.2338,634.0196,715.5328,504.4079,762.896,914.2528,790.2996,836.6439,642.3722,713.7379
623.1612,233.7766,153.0667,262.5687456,324.2,113.5665,211.4907,432.324,312.612,263.6519,179.17,208.3015,218.2722,200.2876,38.89692,211.0743,157.5685,143.4758,292.9878,233.3477,218.4014,496.562,407.3843,424.0572,363.7089,840.1837,103.5671,400.9651,175.8216,179.4554,228.8108,145.7704,169.9746,151.4488,169.8399,383.382,197.6429,493.2788,709.7395,628.4824,716.021,510.5395,764.7801,897.9217,788.2927,801.265,639.4404,704.4622
623.5316,229.0863,153.5659,260.9555085,314.942,116.0547,211.4926,418.8421,306.7504,260.6781,185.1116,203.1936,218.7913,199.7639,44.66716,211.2729,151.5464,143.952,289.0021,242.4659,219.9045,504.7805,402.6358,417.2851,364.7411,828.8322,100.5656,396.277,171.8383,170.9692,220.5489,141.4271,161.7357,153.4215,167.7928,373.6621,195.6127,485.3628,703.1963,630.503,705.3027,501.082,752.1091,882.6545,780.3396,818.841,633.0929,702.9917
623.9019,230.1212,151.5711,258.3584547,317.377,113.0677,211.9787,429.4247,306.2586,256.2214,191.6467,203.187,210.5532,200.8052,39.94419,209.9667,149.6151,143.9503,293.4746,245.091,214.8686,499.1088,402.7456,417.797,365.7789,822.3939,100.125,394.5567,166.8493,175.7396,223.5772,145.1807,163.3426,151.9747,167.5321,373.1111,195.1365,473.5396,690.0048,624.4622,717.4673,497.2915,737.5948,884.2065,773.8488,811.9999,628.2223,699.0668
624.2722,229.0803,150.074,249.7040673,315.6659,109.5806,201.677,421.2408,305.7698,253.7392,188.9376,200.6363,215.6964,203.4222,42.04189,199.0548,151.9516,137.7283,288.5002,243.5357,216.3815,493.4648,401.3143,406.3415,348.1445,817.9448,101.4374,393.1801,168.8414,167.2536,215.3081,141.0721,161.2783,153.5473,168.5582,363.9187,194.3008,480.3235,690.4773,614.9129,686.2871,496.337,736.192,879.4765,756.9015,817.2218,625.7771,682.4658
624.6424,230.1231,154.5573,251.7723443,308.5998,111.0721,205.1106,414.498,295.6879,256.2088,192.096,196.5467,219.2957,196.095,42.04264,205.0338,143.1199,144.9034,284.5089,235.6923,210.8489,474.0124,395.1384,412.0663,354.3698,814.4656,100.4338,386.7755,165.3547,167.2534,218.464,139.5451,162.3092,153.5503,167.0219,372.0195,196.5636,471.8319,687.0268,604.8557,679.4482,489.705,731.0353,872.621,760.384,799.2685,620.8981,679.5424
625.0126,222.3134,147.0838,249.5740696,306.8983,109.0805,208.0481,414.9812,295.5078,247.2942,179.4407,195.0063,214.1529,188.241,35.74733,200.3552,146.8645,138.6823,289.4914,237.2465,207.3246,484.2571,391.3224,394.3619,349.2403,802.608,98.93182,386.3102,168.3448,166.5251,216.9184,136.3742,154.0719,150.9166,164.1985,363.9166,199.5407,468.4379,681.5978,601.8437,676.5289,481.1951,727.2912,855.2342,758.3846,791.494,615.0549,681.4965
625.3828,218.143,143.0929,248.1486056,304.2049,104.5963,206.0852,406.3083,290.1284,251.2533,176.7428,197.0538,209.5215,189.8064,34.17256,201.1309,146.3966,141.4352,285.0059,236.8189,208.4524,480.6267,394.6481,396.4414,343.9871,794.7153,104.6299,383.11,165.8473,160.8828,212.2727,134.9618,157.1601,149.8646,161.3769,357.4332,192.866,467.2956,682.0865,591.7765,670.1884,481.173,716.5093,861.0354,746.4218,792.1038,609.1947,675.7475
625.7529,218.664,145.5856,247.6335236,303.2295,102.1027,202.6518,406.7948,295.5031,247.2879,169.6046,193.4767,203.3454,187.7163,31.54963,196.9763,146.3368,134.8521,281.0218,244.676,202.9227,455.5818,387.0509,396.9595,339.8305,783.8444,99.43176,378.9893,167.7824,161.941,206.0671,132.4966,156.1275,150.9164,164.9041,355.8127,187.0238,465.5938,659.8749,595.2319,664.3274,469.3513,718.3796,839.9534,741.4516,775.752,603.8357,668.6187
626.1229,220.2236,142.5928,244.5950267,303.4717,101.6073,202.1577,393.3158,290.6124,242.3302,174.4152,187.862,200.2627,192.4267,35.7463,197.8174,144.9293,136.2891,273.5435,228.0849,205.8121,469.9391,381.3445,387.0638,329.4631,775.9485,99.05553,374.2966,160.3684,156.9672,209.6837,139.6041,152.9719,149.732,159.5827,355.2671,193.7016,457.5995,662.2184,587.7654,654.5794,471.7102,704.5028,837.8573,723.5257,772.5485,597.5042,660.0039
626.4929,212.9354,145.0847,240.7805957,297.3793,103.104,208.0447,393.7892,284.2637,244.3117,183.6764,183.7712,205.9167,186.1458,35.74605,191.5175,140.2537,134.3747,271.0537,243.415,200.2814,450.465,379.4372,391.7367,328.4256,769.5131,97.93041,372.1276,157.8751,158.2287,212.781,128.3847,153.5551,141.9653,160.3517,349.3135,186.6636,449.1775,652.4756,581.7237,659.9412,466.021,694.4916,825.2093,722.5029,770.4855,593.1108,651.7031
626.8629,207.7241,142.5931,240.9070298,297.1327,105.0942,198.728,391.3895,280.3579,245.3001,163.9858,184.7894,202.8273,181.9558,37.32124,193.3339,140.2496,134.8484,266.0803,231.4688,198.2742,461.2331,381.7027,387.5755,325.3127,757.6475,96.42624,361.1488,153.1372,158.7551,202.9636,124.0444,150.4634,134.5906,155.4806,342.2953,177.4867,444.0818,636.6924,575.698,653.1069,461.7583,699.6197,813.0986,718.519,742.2657,590.1905,639.0102
627.2328,198.3564,140.1005,238.8430493,297.6193,99.61498,194.3077,395.2252,271.0709,236.8686,161.2633,185.2966,195.6287,176.7251,36.27019,190.4779,140.3079,129.1049,258.6066,226.0389,194.243,457.5832,374.0874,381.8461,324.7852,750.224,97.42703,362.2347,155.3764,156.6324,199.3472,123.1035,148.9154,138.277,158.5526,340.1303,175.5786,444.6431,635.7025,567.6435,639.4592,446.9671,678.5593,812.554,705.0702,733.5558,586.2697,642.6048
627.6027,205.6428,141.0936,232.5045214,287.8659,96.12503,192.3448,388.4785,272.7151,229.4311,168.7587,181.7191,195.6253,172.5325,38.36837,185.2786,137.4999,130.541,258.1044,228.9679,195.749,450.9365,367.0628,378.7098,322.6989,741.8247,94.42178,357.938,152.391,147.9448,200.3788,124.6277,143.7677,139.3286,149.838,335.8025,175.6895,449.7382,631.2489,552.0661,627.2666,450.3957,671.068,798.8546,703.0753,727.5186,576.9968,635.5815
627.9725,209.809,137.6091,233.1528914,281.285,103.5993,193.8159,380.3015,269.6075,230.4224,163.1533,173.0405,186.3681,178.8135,34.69637,187.0975,134.2271,128.6261,257.6144,211.6439,190.7172,448.4049,357.5581,368.3076,314.4102,728.9878,91.92062,358.8564,152.8857,148.6767,195.7279,124.5121,141.1963,136.1693,150.096,330.3965,180.3426,432.7567,621.876,551.5679,613.63,433.246,664.0488,792.0286,689.6293,731.161,565.3079,623.3724
628.3423,201.4768,137.1719,233.1518154,281.5324,102.6012,188.4166,375.4945,268.6232,231.9105,171.9406,175.5934,195.1098,176.7206,36.86176,186.3171,135.161,128.6234,260.0979,225.4953,192.2264,458.645,357.0921,358.9312,313.3683,727.0032,90.9163,352.447,152.3902,149.2072,195.2119,125.4487,144.2855,138.8045,149.0719,323.3688,173.6662,426.5262,615.95,549.5612,616.5387,437.6197,656.7313,777.2686,686.6282,716.174,560.4349,628.7299
628.712,204.0779,137.6021,229.0177639,278.1154,99.61079,185.4683,374.0425,263.7401,224.4738,155.5257,176.0969,200.7648,174.6187,37.84397,180.0831,134.1658,123.3568,253.6244,198.5591,186.6937,430.4943,357.9115,355.8092,307.1467,720.5899,93.35569,350.6149,153.445,147.6139,197.2052,124.5037,138.5526,133.5368,149.3216,323.3662,174.6154,432.6788,621.8683,544.5246,609.2204,433.3525,652.3181,781.4684,682.6251,712.7285,556.0431,617.9973
629.0817,195.2248,141.5916,226.4291339,274.4583,95.12644,178.117,367.7866,260.3156,221.9949,162.6607,177.6312,192.0205,167.2928,33.64751,179.5593,129.4845,124.3153,248.6426,216.0869,186.8154,414.0526,354.2261,350.5937,304.032,704.7745,87.84844,343.7574,151.3234,141.2447,191.006,122.7448,135.9804,133.0094,150.7949,318.5034,172.8309,422.4913,610.0318,541.4292,596.0698,432.8691,647.6319,768.8322,673.1681,721.344,548.7328,610.3006
629.4514,195.7474,126.6431,221.6480589,272.0174,100.107,186.455,361.0547,256.4095,226.4552,151.9032,167.9251,182.7638,169.3903,34.17145,173.5878,131.8226,126.2302,248.6338,215.9902,182.6706,432.5496,343.6546,349.0277,299.8794,702.3014,86.408,337.8114,147.9019,142.6344,186.9393,111.8303,135.5286,132.4854,143.6848,318.5025,158.8848,418.0357,600.6614,533.4629,596.0663,429.5684,646.222,762.5134,660.2261,684.429,548.2339,611.1588
629.821,194.1829,127.143,221.2547876,272.7454,99.61129,181.0528,360.5648,253.4692,217.5313,169.5811,168.942,185.3336,165.7245,29.97402,172.5444,129.5426,122.2823,249.6309,196.9351,181.6602,440.1916,342.2238,349.0357,294.6942,703.2865,87.40814,337.2314,149.3946,148.1396,184.3553,120.7491,142.2208,131.2984,143.6804,309.8539,170.8007,410.0974,590.6617,520.8854,590.203,424.3538,634.6885,742.4952,648.7685,684.3698,539.9599,603.3523
630.1905,193.1374,125.6464,215.4393729,265.6793,93.63517,179.5839,354.783,252.9859,215.5472,156.9191,165.8779,188.4164,164.1482,28.92474,173.322,124.3319,119.5297,242.1636,220.929,178.6429,420.7327,341.7443,340.7025,290.0161,684.0305,83.90151,333.687,139.6095,140.1824,183.8393,117.5792,134.4988,129.847,139.5171,314.1752,166.1483,406.1392,584.8566,523.8473,575.5905,411.103,633.1124,740.9124,655.7379,695.2579,535.0732,586.929
630.56,185.8533,125.2062,214.0210869,270.7991,99.11482,179.5815,345.1651,251.0345,221.9868,156.4658,158.7295,182.7602,160.4863,34.76154,172.2834,126.2668,113.3071,240.1735,207.1572,180.1535,421.7784,332.8377,345.8917,291.5775,680.5663,82.39938,333.6884,144.9075,133.8161,181.1939,114.7625,131.9227,127.7424,139.8349,301.7427,160.9023,406.14,581.9012,512.8532,572.1785,417.2498,621.4015,728.8074,641.787,692.7135,526.3067,581.377
630.9295,188.9682,126.205,211.9525072,265.6717,92.14033,175.1662,349.9699,244.1947,206.1287,139.0929,163.3219,180.1893,164.1496,34.23742,172.0236,124.3316,111.8723,234.6932,195.6004,176.6297,397.6771,332.3635,338.0881,287.9422,674.6356,83.08875,328.6468,137.9303,137.529,182.8007,118.048,131.4072,130.3714,137.0158,298.4974,159.4722,391.4198,580.9,506.3138,569.7355,408.7238,612.5036,728.262,643.2842,683.3332,520.9267,583.9952
631.2989,183.7619,129.1292,208.8489774,263.7248,92.14087,170.2625,345.641,241.7512,212.0762,139.6892,162.2989,181.2216,160.4841,36.79351,164.4896,122.4622,113.3062,227.726,209.2433,171.6024,419.6913,321.4348,338.6065,284.8384,655.8646,80.89444,328.8168,143.4107,132.7521,182.2866,110.4154,127.8024,129.8457,134.1947,296.8773,154.1117,397.0772,567.5747,495.7552,562.4241,403.5232,604.5507,724.0581,628.3476,658.7376,511.1896,575.7035
631.6683,182.2017,124.207,207.6808067,254.2178,90.14494,169.2781,338.8972,243.2065,205.6275,145.641,161.2789,177.0965,159.4341,33.18762,166.8235,120.5888,109.4726,227.2211,200.2435,174.1088,392.5127,319.5113,334.9522,278.6083,657.3363,86.09133,326.353,138.8615,130.0997,172.982,110.8821,125.7403,130.5686,133.8708,288.767,152.1979,395.3692,566.5853,505.2383,556.0872,406.3503,597.6898,711.4118,622.3506,663.7796,513.1253,569.828
632.0376,180.6426,126.639,201.6122891,256.8954,92.63552,165.8455,339.8698,238.3324,200.676,137.7501,157.1911,175.554,153.6794,30.49867,159.5509,122.0474,110.4328,222.2429,189.8027,173.6085,405.3781,323.2022,332.8792,280.6802,649.9295,77.57568,315.383,134.4379,134.8756,171.4357,112.2958,126.7732,123.0014,135.9881,295.2509,150.2928,390.284,558.2125,497.2615,548.2853,387.4341,597.976,697.1983,620.3625,648.1297,510.2044,562.3304
632.4069,181.1624,122.6514,204.0665655,249.8371,90.14758,161.429,326.8779,242.7218,203.1562,145.6949,160.2582,171.9547,150.5389,29.44847,155.3978,121.0588,110.4337,222.7449,204.2345,176.1242,396.7028,318.0967,309.9729,275.4932,648.9552,78.8929,314.0158,137.4265,131.6939,169.3699,110.8868,126.7731,119.8457,133.9357,287.1501,150.7671,382.9256,546.8767,487.2097,540.0093,380.6909,591.9016,692.9885,615.8825,649.5676,507.768,556.4702
632.7761,181.1612,120.1599,199.5441371,246.9078,88.65331,163.3892,329.7565,234.9075,204.6364,145.8028,155.1447,169.8971,151.0613,27.3513,157.7324,114.5062,110.4346,222.2408,199.5371,163.5546,403.8557,316.0709,316.7376,274.9697,636.0967,73.06979,307.6067,130.2005,126.187,170.9192,111.4697,120.0801,121.423,130.0929,283.9057,162.3315,383.4951,548.8375,482.1891,544.3943,388.3782,579.8978,686.6664,607.9117,635.7307,498.5108,551.1124
633.1453,177.5141,119.1619,199.4106275,248.1251,88.65177,163.3865,337.9236,230.5135,201.6583,143.4222,158.2023,165.7836,145.8244,30.49782,154.3546,116.375,104.2103,220.2473,188.0984,165.562,403.2882,309.4145,311.5322,265.6377,626.2124,78.57789,304.8648,136.8674,127.4453,172.4632,104.895,124.7087,116.6834,133.3582,281.2,152.3157,374.9923,536.0135,477.0929,539.0266,375.5959,577.8489,691.3753,601.4312,636.7184,491.1931,547.3765
633.5145,180.6353,116.1719,194.2426245,247.634,86.65986,161.4282,323.9712,228.555,194.2268,141.9168,151.056,165.7798,151.0583,31.0224,152.7961,114.5637,105.1675,218.2524,189.2318,164.5551,377.7287,303.8321,313.0882,261.4957,614.3707,77.07647,306.6893,130.4497,131.1564,165.168,109.1207,122.137,120.5651,128.0394,276.3401,153.7486,372.7311,532.5541,473.646,529.2675,377.009,568.4892,671.9097,594.4543,624.0186,484.8637,543.2877
633.8836,179.0708,119.2237,194.3076977,244.4649,89.64837,155.0458,323.9745,225.1347,201.6572,135.449,155.1404,168.3487,141.6362,32.66237,153.6369,114.5043,108.3965,214.2761,198.0237,166.5641,365.4059,299.9019,310.4817,259.4135,612.8771,80.08049,306.6813,127.4569,122.1375,160.5835,99.14094,118.0169,121.4169,123.6808,267.6894,144.5719,371.5965,526.6226,469.6204,524.8793,370.3829,567.0718,675.5893,588.9731,627.4348,491.6778,537.9124
634.2526,172.3033,116.6678,194.3703005,241.7794,86.65908,162.8967,315.7962,224.6495,191.747,142.8343,151.5644,165.2655,148.442,28.39891,150.1937,114.5598,107.5569,209.2923,193.1329,160.8456,392.5471,299.5413,306.8333,260.9635,606.4627,76.07293,296.6202,130.8857,120.017,159.0317,106.1842,121.108,118.7858,127.7166,266.0717,145.5192,369.8939,527.1222,466.036,517.0936,375.581,568.9376,658.731,584.9921,611.1761,480.9511,539.0164
634.6216,167.0964,117.1661,190.1050279,236.4195,84.16777,160.4436,326.8608,220.2481,191.7445,133.5902,146.4565,160.6364,144.2522,31.02241,152.5328,113.569,101.6964,204.3102,187.7572,161.5344,361.8481,295.2669,302.1488,252.1518,602.0196,79.89058,296.1618,125.8997,118.958,161.0959,104.7731,120.075,115.1027,122.0778,267.6826,146.4711,362.5319,518.7396,464.0225,501.0062,372.2663,562.8569,655.5734,581.5027,601.3401,475.1059,523.7559
634.9906,169.6987,112.6778,193.7188298,240.5618,85.16179,153.5746,311.9366,208.2197,186.7901,130.1647,143.3906,162.1796,145.8228,25.25056,150.9686,114.0927,104.205,201.824,186.1924,154.9954,376.1554,295.266,296.4261,247.4849,594.5976,78.01461,295.7019,125.4008,116.3033,160.5749,103.0136,116.4088,116.1549,123.1019,263.362,145.1588,354.5402,514.786,455.4836,495.1619,359.4952,549.7387,645.5812,570.5504,594.2465,470.713,521.4987
635.3595,170.7446,111.6836,190.7505429,235.2039,82.67205,154.5571,308.0932,213.4146,187.2814,137.7083,149.0091,160.1242,140.0672,28.9241,146.0407,110.2917,106.4805,205.807,176.3745,153.9976,387.9702,291.3489,290.705,245.9276,592.6264,73.38073,289.769,126.3984,117.8955,163.0963,99.61121,117.5049,111.9479,127.7158,262.2835,137.8894,352.9178,501.4848,459.5029,496.1334,355.7137,540.5546,646.1102,561.5928,590.7574,462.4424,517.6069
635.7284,166.0582,112.6801,185.9681051,227.8954,86.65806,153.5725,310.4933,211.4557,178.3656,127.8433,143.3872,158.5766,136.9264,27.35054,146.0371,106.0802,101.3341,208.7897,174.5428,153.491,354.166,286.7113,291.7404,244.3732,589.163,72.06452,286.5617,127.395,115.7729,156.4443,100.546,119.5605,110.8913,121.5646,262.9546,145.0377,348.3843,508.3871,445.9372,491.2636,356.6534,539.4453,633.4669,559.5943,583.4201,464.38,514.9754
636.0972,160.3291,113.1772,184.9323894,223.5113,85.66124,148.6698,309.5192,205.1041,178.3607,127.3655,139.8161,153.4335,132.2135,25.77638,143.4387,102.3988,101.3348,205.3086,187.9602,156.6302,350.0472,282.9115,286.0071,240.7427,590.1501,75.88303,280.9585,120.9748,117.8947,152.8285,106.1802,118.5285,114.97,119.0619,260.2541,144.0859,352.3474,495.4322,446.491,486.385,348.6178,531.4802,623.9894,554.1179,576.2111,463.3933,509.2267
636.466,162.9272,107.2588,180.9241208,233.9703,85.65895,144.2522,295.5708,200.7078,180.3439,123.5898,142.8758,157.5417,140.0617,33.71156,146.2957,109.8185,97.98287,193.3568,168.134,153.4828,351.5436,285.6364,284.4496,243.8455,561.5167,75.57015,283.3534,120.0416,117.889,155.3418,97.25582,111.3202,113.7173,116.5006,257.4104,137.4071,349.5067,489.1334,437.4584,486.376,341.9808,519.3132,622.9292,552.6002,581.7784,451.2204,510.2633
636.8347,161.3686,111.184,176.1489996,229.1062,77.69334,146.7063,303.2744,207.5436,177.8678,122.2142,142.8777,153.4339,138.4937,29.97332,138.506,108.9458,97.02697,195.3491,197.4894,147.9532,375.151,283.2631,280.8046,231.9265,565.4654,74.56889,279.2371,121.9104,117.8913,150.7608,92.5636,112.8679,111.0858,124.3843,248.7716,135.0289,338.7618,497.0257,432.3688,484.9175,342.9328,516.0323,622.4013,543.6575,577.7821,454.8728,500.9979
637.2034,159.8031,98.79055,177.1782897,221.5499,78.6877,146.7,299.9055,204.6171,175.386,135.9215,133.6824,147.2578,131.6854,20.07075,140.0611,101.3409,100.7367,193.849,148.1544,147.9527,355.1525,273.7584,289.6443,240.28,556.0846,72.81448,275.1203,116.9899,110.9944,151.2108,94.43905,110.2271,109.835,115.7305,249.8464,133.1163,342.6481,487.6571,421.375,477.6091,344.3442,519.2887,597.1455,536.1738,559.4302,445.8508,494.47
637.572,159.2814,100.2195,178.2082806,226.9028,77.19167,141.3047,297.0116,193.8689,167.9468,129.2143,136.2316,151.3703,142.1536,22.10278,138.2387,104.2045,94.15553,187.8742,169.5986,147.9532,341.2962,275.6527,276.6317,236.0597,540.7714,75.31829,277.4049,119.4177,112.0529,150.2382,93.0301,107.6529,107.726,110.5397,244.4384,133.591,338.682,482.7154,427.3329,470.2911,335.3444,509.4571,612.9145,535.1745,552.1856,444.3788,488.6029
637.9406,157.7212,106.262,175.2341672,219.5993,78.18746,142.7749,285.4683,193.8692,169.9317,115.281,132.6609,149.3126,131.6858,24.46359,135.6421,99.06179,97.02228,185.3826,151.5012,142.4219,362.3038,270.0757,271.9482,227.8346,539.7832,67.55489,275.5722,116.4273,109.4048,143.0103,87.39674,107.2026,108.7785,114.3814,240.7981,132.64,332.5305,476.7929,424.8232,463.9634,331.5677,505.7219,597.6542,523.2244,543.5387,436.5943,483.4239
638.3092,158.2449,108.2547,172.0096545,217.1669,78.18881,138.365,287.392,197.7755,164.9789,140.058,126.5323,148.2855,128.0254,27.93999,133.0476,101.8667,94.63067,187.3788,172.11,142.2318,332.6917,265.3238,273.5093,223.1043,540.7633,71.37483,270.0887,117.4264,105.6927,144.0451,84.11004,107.2019,106.6756,117.9742,236.8843,125.9678,326.8762,473.848,421.3076,453.2504,323.054,496.6646,592.922,529.2096,540.9262,425.8722,478.5487
638.6777,154.5976,103.2094,168.5197546,209.3649,81.17526,143.2662,276.8017,188.5001,169.9354,131.1123,133.1674,140.5721,133.7782,29.97301,129.9288,98.65029,95.58788,181.8996,174.6672,142.9228,346.973,262.944,264.1379,215.3303,535.8295,66.86581,258.1978,120.4746,110.4653,141.9731,93.49782,105.1407,105.0945,118.0331,238.0945,128.8233,330.2678,468.4199,418.3479,455.679,319.7383,492.1402,588.1734,516.7599,542.5174,424.9006,472.6841
639.0461,153.033,97.22827,170.4571856,213.7486,81.67338,139.3368,274.8753,188.9841,167.4528,116.2257,130.0999,142.6282,128.021,23.15179,134.0834,100.4614,92.23765,182.8921,181.7253,140.0286,335.1778,269.589,259.4542,214.2214,517.0717,64.55048,263.6872,115.4283,104.6283,141.4545,93.61433,101.0232,99.30459,112.8442,229.8552,124.1745,320.0846,455.0978,417.7839,448.8607,320.6861,486.9991,573.4243,502.3121,545.5703,412.7133,466.9489
639.4145,144.7079,96.73236,165.4183479,215.2089,73.7078,133.9496,272.9564,187.5191,164.9767,112.8244,136.7387,140.0559,120.1724,22.62754,126.2936,99.99353,89.72587,176.9206,181.2464,139.0244,342.8669,262.463,263.091,214.2212,520.5238,71.06191,256.8245,111.5027,100.3831,147.1367,87.86442,109.1346,103.516,114.1912,233.6326,126.916,327.437,460.0286,403.783,443.0121,315.0082,478.5685,574.4686,503.7998,540.3356,413.2073,459.1425
639.7829,145.7472,99.222,165.4171647,202.7846,76.69474,137.377,264.294,183.6136,159.0298,122.3186,123.4642,142.6256,122.7873,27.34872,125.5111,93.96945,89.72634,178.4108,166.0607,137.8924,312.6797,252.3659,250.6039,215.322,514.1028,64.36298,255.454,109.5111,103.0334,137.1937,87.98035,95.36094,100.3559,105.4745,226.0737,124.1735,313.2889,448.1998,395.2484,436.6741,309.3192,473.4194,560.2753,502.8035,522.5343,416.6086,461.2721
640.1512,149.9033,105.2646,164.4482149,208.8678,76.19594,133.9433,271.0214,178.7299,160.0142,126.408,121.4162,133.3667,125.9247,28.46465,129.4704,97.18479,83.62383,174.9304,142.3977,138.018,313.1683,261.0323,256.8428,212.2083,508.6645,65.55224,257.278,107.4541,103.0332,134.2235,87.86341,97.93634,97.72349,104.1275,223.3745,121.6712,305.9282,439.8075,397.1877,431.3112,309.7971,474.8147,553.9564,500.3168,507.016,404.426,456.6998
640.5195,142.6216,99.71967,161.1514589,205.9438,73.2088,125.6067,265.2509,178.2389,162.4952,107.711,122.4421,140.0539,119.6453,25.44672,127.0694,92.9743,86.85337,168.9558,144.0819,135.8802,310.1024,248.5598,246.9537,200.7396,503.7233,67.36696,254.0765,110.0066,105.155,135.2569,89.79945,99.99355,97.19378,107.0136,219.0482,129.2968,308.7515,445.7231,390.718,422.0528,303.1733,468.7296,544.4821,486.8788,510.6009,405.4038,448.5893
640.8877,145.7431,93.8044,165.2833602,203.0224,71.21331,126.0964,265.2492,180.1902,160.5092,109.0544,121.4152,136.45,120.6917,22.16846,123.1701,92.56499,87.45006,168.4545,164.7665,136.3796,309.0441,249.1507,246.9512,209.1015,501.2538,62.85812,246.2982,106.9551,103.0336,133.7034,84.22351,101.0233,104.039,107.4598,219.0452,117.4967,306.4932,439.8053,388.6419,418.1512,301.2731,466.8604,548.1539,485.8707,512.5988,402.9569,449.5567
641.2559,141.0605,99.22186,155.5970441,202.7778,70.71551,126.0946,266.2096,174.3357,157.5408,98.29141,124.4803,130.2858,117.554,25.77599,122.1369,92.50629,84.46233,171.4411,142.6299,131.3513,312.7068,247.7253,248.0003,201.327,494.355,60.85596,249.1077,102.9689,95.08038,135.7742,86.92121,97.93493,97.59227,105.1548,218.5047,124.5299,298.0125,428.3417,387.6381,405.4947,292.7734,455.6306,542.9009,469.9628,495.7987,393.2323,447.3109
641.6241,141.5764,93.24052,159.0832293,195.2246,71.71252,128.0558,251.297,179.6994,156.0531,105.4372,120.3976,132.8551,112.3142,19.47899,122.1341,91.16088,83.14394,167.4535,166.1257,127.8344,322.3849,244.3944,240.1833,200.8028,478.5602,62.85811,240.3593,104.9613,97.72928,137.3161,79.88131,95.35938,94.03762,105.1518,217.958,114.9987,303.0977,423.0407,375.5792,416.7005,295.4811,456.5703,531.3273,466.9617,504.4593,399.5464,441.2615
641.9921,133.2523,96.72942,151.4641964,196.6897,72.70875,126.0973,254.6644,169.6302,151.0955,107.6833,120.3976,133.8844,113.3641,20.5286,119.2798,87.41875,85.8976,166.4649,125.4236,128.3386,314.7393,240.1279,241.7506,196.6572,476.0934,60.04234,239.9031,103.4659,92.95659,126.474,83.16781,92.78557,91.93309,101.8194,213.6489,119.2883,291.7836,425.0193,378.098,407.9256,295.6044,450.9374,527.1082,462.9872,489.7966,392.2356,435.1064
