wavelength,bc01,bc02,bc03,bc04,bc05,bc06,bc07,bc08,bc09,bc10,bc11,bc12,ec01,ec02,ec03,ec04,ec05,ec06,ec07,ec08,lm01,lm02,lm03,lm04,lm05,pa01,pa02,pa03,pa04,pa05,pa06,se01,se02,se03,se04,se05,sa01,sa02,sa03,sa04,sa05,sa06,sa07,sa08,sa09,sa10,sa11
395.4941,0,0.622353,0.064527996,-1.09465,-1.49281,-0.97976,-0.24007,0.060945,0.247423,2.628512,0.637664,0.192628,-0.84966,0.786579,-0.12975,-0.64256,-0.59765,-1.05627,3.554267,0.188377,-3.50479,0.17779,0.519307,-0.77618,-0.06152,-0.25026,-1.1983,-0.12448,-0.39747,-0.32248,-1.64177,0.128596,0.328784,1.344575,2.090057,-1.5475,0.141226,-0.92227,-0.37589,-0.30368,-1.18012,0.933263,1.115037,0.186163,-0.76511,-0.91112,-0.85167
395.8915,1.56006,-2.11599,0.645278962,-2.55417,-0.5598,-0.06123,0.600163,-0.79228,0.123709,0.292028,1.78543,-0.19263,0.84966,-1.11431,0.648743,-1.98608,0.17929,0.24853,1.881335,-1.31862,4.778309,-0.53337,-0.25965,0.776173,1.107426,-0.06257,1.654795,0.37344,0.066244,0.515967,0.117268,1.157322,-0.13151,-1.21652,-0.80905,-1.19038,-0.49429,0.368908,-0.43854,-0.36441,0.413041,-0.93326,-0.0656,-1.11697,-0.63748,-0.60741,-0.365
396.2889,0.715025,0.062234,-1.03244983,-0.91221,2.923387,0.489875,0.540146,0.182837,-0.74227,-0.40884,0.191293,0.577884,2.352898,0.721023,-0.71362,0.11683,0.657402,-0.1864,-0.55756,0.062791,6.435558,-0.4741,-0.25965,0.323411,-0.12305,1.376439,-1.94011,1.431539,0.463717,-0.19349,-0.23454,0.964434,-0.4603,0.25611,-1.41585,0.238074,2.118387,-1.10673,0.187944,-1.27544,0.413041,-1.3999,-1.24621,0.682596,-1.59404,1.397044,-0.30417
396.6863,-0.52006,2.178335,-2.064991136,0.851433,3.047967,-1.53094,-1.2004,0.853271,1.360885,-5.7415,-0.12753,-0.19264,-0.45753,1.63878,-1.42732,1.343595,0.717218,-2.73399,-13.4238,-1.1931,1.72563,-1.778,2.077325,-0.77622,0.184587,-0.8134,1.312503,1.92957,1.126222,-1.3545,0.645014,-0.0643,-1.05216,0.640305,0.471977,0.833313,-0.49432,1.106783,3.007268,1.579194,0.767116,-0.58332,-0.45915,1.737603,-7.22779,0.850412,-1.21673
397.0836,0.130014,1.867163,-1.419710603,3.709871,2.985793,0.00000283,1.260425,-3.04742,2.226921,4.453517,-0.95654,-0.32106,0.065363,1.507702,0.908299,1.518857,1.793046,0.124277,-3.35678,0.75354,0.191804,-0.17781,1.03867,1.293722,-0.86139,-0.50056,-0.97012,2.614285,0.927487,-0.387,-0.29319,0.192902,-0.52608,0.384181,0.471977,-1.54761,0.776791,0.799366,1.691599,0.12147,1.416233,0.349998,-0.78712,0.372347,9.661653,0.060745,0.365026
397.4808,-2.08018,1.120305,1.03251478,1.520432,2.985763,-1.34723,-1.20039,2.011285,0.123719,0.878834,-1.91309,3.14644,1.241889,0.26221,0.778547,1.051515,-0.23907,-0.55923,-1.81829,0.565159,12.46444,-0.889,0.259666,1.358381,-1.72278,-3.12848,0.91305,1.182648,-1.19247,-2.25751,0.996838,-0.06429,-0.06576,1.344651,-0.06742,1.190444,-1.62419,-0.79935,1.691591,1.882897,1.711259,0.174998,-0.9839,2.296143,-1.21576,-2.06533,-0.30419
397.878,0,0.871343,-2.000490648,0.851444,-3.59E-07,0.551145,1.740574,2.011299,0.866028,-0.87908,0.573928,1.09162,1.241891,0.524415,-0.71366,1.752525,0.717216,1.242741,-7.62269,0.313976,-4.28287,1.007532,-2.20716,1.875881,-1.78433,-1.56423,-0.51359,2.676536,-1.92122,0.967499,-0.82094,0.514395,-2.56465,3.265596,0.269699,0.773798,-1.55359,-1.35275,2.756679,-0.06074,2.360391,-0.29166,3.148504,2.296123,-14.5234,-0.78969,-1.21675
398.2752,1.040112,-1.36926,-0.9034528,-2.06781,-0.99527,-1.95965,-1.86063,-0.67043,1.360911,-6.38674,0.255077,-1.8622,-0.19609,-0.98328,0.648786,-0.52577,-2.21143,-2.85832,-6.92288,-0.56516,-1.15072,0.177801,0.519336,-0.32343,-0.73833,-2.75306,-0.74184,2.61429,1.722489,1.548002,2.052344,-0.5144,-1.51248,0.896435,0.269701,0.833329,-1.05927,-0.86083,2.694024,1.518489,-2.12435,1.924987,0.72154,0.310292,-2.68696,-2.61206,0.365023
398.6723,1.235136,-1.92942,2.968461543,-1.58127,-0.93306,-0.55115,-0.42014,2.4989,0.0000106,3.80936,0.892783,-1.22005,0.784355,-2.35988,3.633199,-1.98621,-0.11954,-0.43496,-16.4353,-1.69548,2.748759,-0.5334,-1.1036,1.293709,0.676808,1.939672,-1.08426,-0.6847,1.987484,-1.03201,-0.9382,0.643008,-0.8549,-0.32016,-0.80911,-2.619,1.836072,0.491914,1.127733,1.882911,-3.06851,-0.29166,0.262373,-0.62058,-5.69501,1.822362,-1.21675
399.0693,-0.19502,0.684622,1.032499457,0.304085,-1.99048,-0.4899,1.860604,-0.60948,-0.12371,-3.74994,-1.46669,-0.32106,0.915062,1.114375,1.881453,0.525755,-1.67347,-0.31068,-0.00013,0.502359,-7.35022,0.592663,2.14E-07,-0.84091,1.292085,1.501662,0.342394,0.00000539,1.457466,0.129006,-2.11096,-0.32148,0.591841,1.856895,0.471981,-2.02375,2.400986,1.229778,-0.31325,0.121476,-0.53108,-0.75829,-0.26237,0.186171,-9.27566,1.154151,0.790878
399.4664,1.690205,-0.43568,-0.00000316,2.007018,-0.99527,-1.95965,-0.36012,-0.8533,0.123716,-4.80626,-4.40018,0.449493,-0.45755,-0.45887,0.519027,1.460459,0.358607,-0.37283,6.574567,1.444304,-3.38895,-2.72631,2.207201,2.32871,1.230574,1.439115,-1.65494,1.867384,1.722502,1.354518,0.527751,0.643007,-0.46033,-0.44822,0.741692,-0.83333,2.189173,0.245968,2.44346,2.125882,0.413065,0.174999,-0.72154,0.372347,0.255497,0.364476,-0.12168
399.8633,0.00000235,0.186717,0.00000175,1.824538,1.057469,-0.48991,1.560511,-0.18285,-1.60835,-11.3088,0.70146,-3.27488,-0.32681,0.327762,-1.10293,0.408928,-0.71721,-0.49709,3.705555,0.00000337,-4.4105,-0.65193,0.45442,0.194057,-1.59973,-1.12624,-0.05707,-0.5602,0.728744,2.773495,0.117276,-1.09309,1.380967,-2.81737,2.090179,-0.65475,0.988637,2.090617,-0.87712,1.275517,1.239197,0.524994,1.180684,-2.17203,-0.64017,0.060751,1.09507
400.2603,1.690212,-0.3112,1.613330516,-0.91228,-3.07E-07,-0.61239,0.360125,0.54855,1.855797,-2.34484,1.147861,-0.57793,1.764827,1.376613,0.324399,0.116837,-0.777,-0.18641,-6.8543,1.06754,-5.43446,0.651943,0.259665,1.358412,1.784355,-0.06257,1.426668,-0.80919,2.252514,-1.35452,-1.23141,1.028815,0.986424,-1.6008,-1.14625,0.416668,-2.6835,1.475758,0.689178,3.097741,0.236046,2.041674,2.16462,-0.12412,5.887473,0.364466,1.825153
400.6571,0.650072,0.560165,-0.064530911,1.338003,0.995273,-0.97984,-0.66023,-0.73139,-0.49487,-0.23472,0.063771,1.3485,1.764813,-0.85218,0.843427,2.2199,0.23907,1.491306,-2.23863,0.879135,-9.01529,-0.23707,-4.67412,0.258747,-2.15352,-1.25141,-0.11413,1.43165,1.457505,-2.96705,-0.23456,-0.3858,1.380983,-0.83243,-2.49478,-0.59524,-0.98866,0.860856,0.187958,3.340687,1.829314,-0.11666,1.311901,-0.24824,-1.66386,0.303732,1.27759
401.054,2.080221,-0.18672,0.129064291,-0.60817,0.49763,1.53096,1.380459,-0.91422,0.123721,-6.09389,-0.38262,-0.70634,1.241892,-0.52442,1.427324,0.81784,-1.13559,0.745642,-9.71962,1.318695,1.725999,0.65194,0.843918,2.264005,1.845834,-1.00111,-1.42664,1.058154,-0.6625,-1.161,0.00000203,-0.8359,-1.77552,2.369151,0.876533,0.238098,-2.61285,0.307455,2.067501,1.275515,0.708111,2.216626,0.262376,-1.67556,-7.22904,0.182235,1.216742
401.4508,0.520058,3.609914,0.645324856,-0.18245,1.928356,0.489915,2.400849,-2.68178,0.123721,-12.4262,-1.40296,-0.57792,0.196091,1.376602,2.011257,-1.34363,-0.1793,0.00000138,-6.15542,-0.56518,-6.96949,-0.35561,-0.84394,0.19406,2.153514,1.501699,-0.3424,0.622458,-1.98753,0.00000204,-0.93822,1.607524,-2.63044,1.920969,0.809125,-1.30952,0.211859,-0.86085,0.501221,0.668138,-2.89152,1.108339,0.524774,-1.61354,-11.327,2.85507,-1.21677
401.8475,0.845105,1.804969,2.452258354,-1.58129,0.062204,1.469755,1.020332,-0.42665,0.989767,-6.33107,0.382629,-0.83478,-0.13073,0.524433,2.400536,-0.11684,-1.67354,1.801992,-10.8427,-0.43957,4.411685,-0.41488,1.687879,-0.71155,0.79988,-1.50169,-0.28534,0.871442,0.132483,1.35453,0.586397,1.09312,-0.26305,1.728866,0.471987,-0.23809,1.27114,-1.10682,3.633864,4.008843,-0.5311,0.641671,0.262383,1.675597,-11.3276,3.280294,-1.0951
402.2442,1.170117,-0.37343,1.484233351,1.824536,-2.42595,0.979812,-0.42014,0.548538,0.618595,0.878688,-0.38261,2.247437,1.241882,1.835446,1.102935,1.810968,-2.62979,0.932051,-9.85997,-0.87913,0.575179,0.770473,-0.32458,1.293716,1.1075,2.940751,0.570653,-1.18265,0.728745,1.999483,-0.41047,2.700581,2.433118,-1.34466,2.696992,-1.19047,3.530861,1.783168,-0.87713,-0.54665,-0.53109,0.349996,0.327972,3.102879,-17.0813,-0.91117,-2.37264
402.6409,1.040119,-0.3112,1.548783843,1.824556,0.00000563,-0.06124,-0.60021,2.742707,0.247436,1.23019,-0.38264,0.706355,1.241899,0.196657,1.362467,1.810975,-1.73328,0.248552,-10.9812,0.062802,-9.84589,1.600229,-1.68786,-0.77623,-4.06092,0.375415,-2.85332,0.373475,-0.92751,-0.70951,0.117279,1.478914,-1.24947,-2.17709,-3.03416,0.416667,2.6835,0.061491,-0.81449,1.093321,1.239212,0.174998,0.524754,0.682645,-12.478,-0.42522,0.669219
403.0375,-1.5602,0.684637,-0.51626497,-1.58128,0.062209,-1.04107,-0.18006,-0.4876,-0.98977,-11.4291,0.382626,0.706354,0.196093,2.294361,-0.38928,0.759451,-1.07584,0.745662,-3.00757,-0.12559,9.39945,2.192906,-2.20722,0.840925,-1.35362,-0.56313,-0.05707,1.867375,0.927509,-1.16102,1.055512,1.028819,-0.98642,-3.45776,-0.26969,2.738106,-0.49433,1.352776,1.691641,0.607408,1.652314,-0.11667,1.836662,1.179121,-8.25491,-1.39715,0.304193
403.434,1.690208,-0.06224,-7.96E-07,1.094733,0.062205,-0.48991,0.060015,1.097098,-0.74232,-3.80939,-0.44639,-0.06421,1.241914,0.852193,1.167831,0.408931,-0.71723,1.802014,-7.48445,1.569905,6.521518,2.370725,-0.51935,0.776233,-2.15352,-0.62571,1.198405,1.369402,1.457504,-1.16102,0.11727,1.093112,-0.13152,-0.70435,-0.60683,1.309516,1.200512,1.352781,1.942228,1.822198,3.717655,-0.93334,1.574291,-0.80676,-0.57609,-0.24299,1.82515
403.8305,1.235135,2.676292,-2.129585908,0.364911,1.492903,1.041062,0.960321,0.304756,-0.12372,-1.81666,-2.29572,0.83478,3.137442,-0.32777,0.843425,0.817858,-0.71723,0.559242,3.147058,-1.38151,-7.99089,-1.30387,1.947532,0.776231,0.184577,-2.06482,-0.5136,1.867389,-2.18624,-0.1935,1.114127,-0.3858,-1.05218,-0.44823,0.202284,1.309519,-1.62422,-0.36893,0.062652,0.182223,-0.53109,-0.0000037,-1.3119,1.923817,-4.67078,2.612055,-0.91257
404.227,1.040106,1.555976,-0.064530271,-0.12163,1.928309,-1.40849,1.200394,-0.73138,-1.11346,-3.34024,1.658013,1.348471,0.19609,-0.45886,-0.19463,0.759433,0.657448,-2.42336,-5.17508,1.758268,3.899288,-0.47413,0.779004,1.681835,-0.12306,0.375416,-0.85598,-0.18673,-2.25248,1.096506,-1.64186,1.993284,-1.11792,0.704341,1.550779,-1.01187,0.988646,-1.78317,0.93977,-1.45773,-2.59642,-1.05,1.836633,2.854662,3.326405,2.733524,-1.58178
404.6234,2.275245,-1.05807,-1.032511112,-0.91227,0.55984,-0.06124,2.04069,0.97518,-0.000011,-0.70334,-0.829,-0.32107,0.522904,8.64E-07,0.77855,-1.34362,0.83676,-0.12428,9.301634,-0.0628,-8.31063,-0.94827,0.454413,-0.77622,1.292094,0.875979,0.057066,1.120413,-1.4575,-0.0645,1.524604,-0.96451,-1.18369,1.280629,-2.42732,1.547597,0.635563,-0.61489,1.190386,0.182218,-2.06535,-1.22499,-1.50866,-0.55853,3.519209,-0.30373,-1.09508
405.0198,3.835466,-0.9336,0.580795166,0.790644,0.497642,1.530975,1.020355,0.060949,-0.37116,-9.144,-0.31885,-0.70636,1.960908,0.721079,-0.12976,-0.40893,0.358622,1.24275,4.82573,-1.19313,-0.19177,-0.35561,-2.07738,1.811212,0.799872,0.875987,-1.19839,-2.36534,-0.6625,-2.70904,0.175912,1.993325,0.328825,-0.38421,-1.95536,0.833326,2.118559,-0.18445,-0.50122,0.485921,-1.00318,2.041665,0.852742,-0.06206,3.519396,-0.78971,-0.24335
405.4161,-2.08026,0.373441,0.516265076,1.581301,1.057486,-0.85735,-0.06002,1.340891,1.113492,-1.6999,0.38262,-2.37595,-1.37264,0.327766,-0.06488,1.343646,-0.71723,-0.68352,13.64166,-0.12559,-7.80185,1.540968,-1.81772,-0.32344,1.845887,-0.50057,-0.45653,2.303121,-0.66251,0.903021,0.11728,0.064301,0.986431,1.216618,0.269707,-0.11905,0.564953,-1.10682,2.067548,-0.48593,2.655488,0.816674,-1.83668,0.868832,12.22452,0.668213,1.277607
405.8124,-1.56016,-0.80911,-0.903459811,-0.91227,-0.93306,-1.83717,0.540181,0.121893,0.989759,-8.90746,-1.9131,0.192642,-1.50334,1.114376,-1.68684,-0.35051,-1.55398,-2.05053,3.356021,0.313978,17.19585,0.118535,-1.03867,0.711548,-0.67681,0.437985,-0.62772,1.929589,-1.7225,-0.8385,-1.64188,1.157396,1.512488,-1.72885,0.067434,-2.44045,0.635558,0.860837,0.75182,-0.6074,0.29505,0.175001,0.590355,-0.12412,-2.62292,-1.88311,0.54754
406.2087,0.650073,-0.12448,-1.032525322,1.033914,-0.55985,-0.61238,-0.66023,-0.42664,0.618599,-6.33057,-1.40296,3.146458,0.718997,0.458871,-0.38928,0.116843,-0.65746,-0.18641,-5.24588,1.067532,-1.85415,-0.47414,-1.03869,0.776245,0.123059,0.437995,0.399475,1.556155,1.457496,2.709033,1.641889,-1.54322,0.591845,0.064031,3.978155,1.369041,-0.98865,0.307447,1.065093,0.850355,3.245547,-0.46667,1.836657,2.668506,-6.71919,0.182242,-0.12168
406.6049,-0.00000128,2.053923,-0.51627347,0.364904,0.062197,-0.91859,-0.96033,2.011336,-0.00000122,-0.23466,2.614598,-0.96322,0.196091,0.065554,0.648778,-0.11683,-0.5977,0.248551,-3.56757,-0.69077,-6.96964,-1.12609,2.077375,-0.19406,-1.29211,-1.0637,0.855999,-0.8092,1.126256,-0.32251,1.055504,-1.41462,-0.19728,-1.72887,2.225084,0.892855,-0.42371,2.213635,-0.43857,1.032585,0.944165,1.575006,2.623799,1.61354,-2.624,2.065372,-1.70347
407.001,-1.5602,-1.68049,0.580796015,-1.33801,0.99528,-0.12248,1.380482,-1.27995,0.247444,-1.1141,-2.74217,1.605362,-1.89556,-2.16326,-0.19464,-0.99312,0.239072,1.180637,-0.34923,-0.18839,-1.72618,1.363168,-0.7141,-2.84623,-2.21507,-0.75085,-0.5136,1.058186,2.053784,-2.70906,0.703674,-1.41463,0.328814,-0.70436,-1.34854,1.845248,0.070624,-2.15216,-0.93979,0.607406,0.236045,1.283352,-3.73896,1.179125,2.944361,1.761647,0.060841
407.3971,0.715091,0.311203,-1.161598927,-1.15555,1.492922,1.59223,1.500535,2.072296,1.484659,-12.8959,-1.46673,-0.06421,-1.04583,0.524431,-1.81663,0.467363,1.67354,0.8078,2.588384,1.507114,-6.9699,1.185344,-1.75279,1.875899,1.292106,-1.00113,2.168546,0.435723,-1.72251,-0.83852,-0.35184,-0.45011,1.644047,1.152595,0.202275,0.833336,-1.55362,0.553412,-0.0000018,0.303716,-1.94736,1.575008,-0.32798,0.930884,3.455777,0.668216,0.790895
407.7932,-0.39005,-1.43152,1.161590094,-0.85146,-0.43543,-0.42868,1.980679,1.097084,0.494881,-10.492,-2.23197,-0.19264,0.326819,1.114397,1.686865,-0.11683,-2.15169,-0.74565,-10.0723,0.00000129,-2.68538,-0.82975,-1.4282,-2.32873,-0.18459,-1.00113,0.057066,0.124489,0.927492,2.709063,2.052361,-0.83592,1.972846,0.384192,2.090239,2.321423,1.836087,0.368938,0.125301,0.850351,0.413079,0.933339,0.459168,-0.68264,-7.29517,-0.36448,-0.66921
408.1892,-1.43018,-0.43569,1.161587544,0.851456,-0.49764,0.122481,0.360127,1.340894,-1.73207,-2.40277,-1.91312,2.632778,-1.50336,-0.26221,2.724926,1.343627,-1.07584,0.807786,3.566965,1.569904,-1.34289,1.066817,-1.1036,2.781539,-2.83032,-0.56313,-0.91306,-0.06225,0.9275,-0.64501,-0.29319,1.157414,-0.13152,2.817401,-0.06743,0.416669,-0.63556,0.184469,2.130175,0.789618,0.590104,0.816668,-0.00000178,1.303238,-1.72796,-0.7897,0.36503
408.5852,0.195021,-0.87134,0.580782834,2.554325,0.559836,0.122475,0.060021,-1.64559,1.60833,-3.45716,0.127539,1.862178,0.392176,-0.45886,0.908291,1.69411,-0.71721,-0.86991,5.033794,0.565155,-10.0342,-1.36313,-2.14226,-0.25874,-1.29208,-0.62569,-0.34239,2.552007,-0.46374,0.515996,-1.29003,-0.96449,0.3288,4.41812,4.584903,0.595215,0.635551,-1.47571,1.56627,1.943638,2.301358,0.816642,1.18068,1.303206,0.447696,0.182235,-0.12168
408.9811,-0.9101,-0.37342,2.645793406,2.311066,-0.49764,0.122474,1.740576,-0.48759,0.494868,-4.04294,1.594241,-0.06421,1.241887,1.114381,1.881461,2.278288,-1.67351,1.42914,-1.0489,0.376774,5.433019,1.837267,1.817663,0.77622,1.722771,-0.00000227,-0.11413,0.871423,0.198742,-0.129,0.175906,-0.9645,0.789124,0.704337,1.955323,-0.53571,-0.35309,-0.24595,0.563858,2.247341,0.885136,1.108309,0.45916,0.186175,0.767569,0.850429,-1.1559
409.377,-1.36516,0.186722,1.097084579,0.364909,1.928359,-1.95966,0.060019,-0.91425,-0.74231,0.878853,-1.08409,-2.37593,1.960935,-1.37662,2.919602,-0.17526,0.17931,0.186424,0.209648,1.695506,-0.31944,-3.61534,0.19475,1.22905,-0.36917,-1.12628,-1.0272,1.369413,-0.1325,-0.96753,0.117279,-0.0643,0.065763,-0.44823,-2.22508,1.547621,1.129912,1.844704,0.626528,0.911099,-0.35406,1.108348,-1.50868,-1.6756,0.447902,0.789702,-1.64264
409.7728,0.715084,0.622404,0.064532265,-0.42573,-0.99528,0.122479,2.16075,-1.0971,-0.37116,-3.51715,-0.95656,0.064214,0.915091,0.852196,-0.19464,-0.35051,-1.19538,-0.55924,-9.4433,2.700237,-1.34229,-1.30389,0.77901,-0.90561,2.091994,-2.69054,0.856,-0.93369,1.987515,0.387009,1.055504,-0.96453,0.328808,-1.34468,1.281114,0.714283,-0.98867,-0.86086,-0.37592,2.368863,-0.05902,0.816673,-0.26238,1.241174,-7.35995,-0.18224,2.251008
410.1686,1.170118,1.369249,1.677828124,0.364905,1.430682,1.041054,0.540174,0.060946,1.608316,-10.9573,-2.74208,1.091609,0.849711,1.048827,-0.64879,1.343609,0.657445,0.745631,-9.64892,-0.25118,-3.51564,1.83726,0.324585,0.194052,-0.18458,-1.75193,-0.39946,1.805098,-1.45747,-1.419,-1.23139,-0.38578,-0.32881,2.241083,-2.62959,-0.71427,-1.62418,-0.12298,0.93977,-1.2755,-1.8883,-0.29166,-0.85272,1.241144,0.831326,0.36447,1.338414
410.5643,1.755217,1.74273,-0.580806327,-0.12164,0.995276,-0.36744,0.120043,-0.8533,-0.86604,-0.87964,-0.8928,1.605362,1.045822,0.786645,2.141032,0.292096,-0.5977,-0.18642,-1.88879,0.627965,-6.26596,0.474137,-1.94756,0.32343,1.784363,-3.12853,1.02721,0.311233,1.457514,1.483542,-0.29319,-1.60752,1.907102,0.192098,-0.13486,-1.01191,-1.62422,1.291296,1.065109,0.789626,-0.53109,-0.46666,-0.78715,2.172075,3.519648,-0.7897,0.73006
410.96,-0.8451,0.373435,0.580790067,-1.58128,-0.99527,-1.51E-07,1.560504,5.424496,1.360917,2.520284,1.084087,-0.70634,0.261453,1.048841,2.140983,-1.05153,0.179299,0.994192,-2.5881,2.825817,-3.89992,0.592675,1.493096,3.298994,0.123061,4.192185,0.171201,0.062245,1.722491,2.128513,2.404177,4.565319,0.854894,1.600788,3.843269,2.49999,3.248425,-0.86085,0.939782,1.032574,-0.47208,1.574989,3.21413,-0.68264,-0.70406,-0.60746,1.034244
411.3557,-1.04011,2.42733,0.903445863,-1.09472,-0.99526,-0.85734,-2.28078,0.060952,-0.00000122,-4.98099,-2.1044,0.834774,0.065367,0.327775,1.881475,-0.05842,-0.71722,-0.55924,-0.13996,0.251178,-7.79863,1.244615,2.596678,0.711542,-0.24611,-0.56313,1.997299,-1.12041,1.258741,0.129001,-0.35183,-1.4146,1.578248,-0.38419,-0.47198,2.976157,0.706176,0.614879,-1.31569,-0.18222,2.124357,1.399994,-0.39357,1.303219,2.303052,0.668196,-1.09508
411.7513,0.845103,1.182548,0.516258466,0.85145,0.497641,0.489912,0.300102,0.548543,0.247441,7.326146,-1.21164,0.706359,-8.07E-07,0.589977,1.038062,0.408925,-0.71722,0.683512,-1.11898,-0.18838,-7.41648,-0.35561,-0.71409,1.293724,-1.16906,1.439098,0.627724,0.124495,-0.9275,0.322504,1.407327,1.157398,0.854883,1.664828,1.281098,-0.35714,2.965937,1.59872,0.689171,0.668136,3.540599,-0.58333,0.459165,-0.18618,3.519353,3.280277,-0.73005
412.1468,1.170146,0.186725,1.548787905,3.953234,-1.49292,-1.4085,1.320467,1.706578,0.123722,-1.34769,-2.86969,-0.19264,1.764825,-0.32775,1.167826,1.518894,-3.58614,0.248564,-2.44887,0.439573,-0.3189,-1.83732,-0.58426,0.776239,-0.73835,0.375425,1.312525,2.925552,-2.58374,-1.09651,-2.16965,0.964513,0.328805,1.920962,-1.41594,-1.19048,2.118558,0.983835,5.6387,-0.85035,2.478433,2.216679,0.327974,0.434411,-6.7199,0.060746,0.851738
412.5423,-0.52005,-1.30702,2.12956262,0.851445,0.995269,-0.42867,0.540182,1.76E-07,-0.12372,-1.23059,-0.95654,1.220052,1.634061,-0.26221,0.58391,1.226776,-0.59769,0.559238,13.4973,1.067523,-10.4193,-0.35561,-0.51934,-0.77623,-1.59973,0.375419,-0.51359,0.684699,0.662499,-1.03201,0.527757,-0.0643,0.065761,-1.21659,1.348516,-1.7857,0.42371,0.737866,0.689169,2.12587,-0.23605,0.524999,-0.98391,2.60645,4.862226,1.336399,1.155911
412.9378,0.650078,-0.43568,1.09705318,1.033914,-1.4307,0.00000363,-0.18006,-0.18285,-0.37115,0.527239,0.446387,-0.83478,2.287722,0.065553,-0.45415,0.058418,-1.07584,1.429161,-8.74247,-0.56516,-3.708,1.12609,0.519348,-0.25876,-0.18458,-0.25028,-0.05707,1.99185,1.457496,2.580034,1.407326,0.128602,-1.24945,0.832412,1.483374,2.023795,-0.98865,1.106807,0.751826,2.429575,-1.41624,1.283327,0.590349,0.682646,-1.27958,-0.91119,-1.27759
413.3332,0.195012,0.124479,3.613809739,2.55436,-0.43543,-1.89842,1.440486,-0.1219,-0.86604,1.347798,1.466716,1.348487,0.915078,0.262212,0.778561,1.285196,-0.11954,-1.11849,-9.1614,1.821072,0.83118,1.066808,0.259663,0.129372,1.292097,-3.50393,0.855989,1.805115,1.126238,-1.032,-0.87957,-3.02212,-0.46032,0.704351,0.269699,1.726165,-2.61287,0.737883,0.626524,0.607387,-0.82614,0.466662,-0.98391,0.434407,-1.66358,-0.06075,1.520939
413.7286,-0.52005,1.55596,-1.484228166,1.824504,-0.0622,1.102276,1.560502,-0.85328,2.226897,-5.62361,-2.42322,0.32107,1.634054,-0.45886,0.583899,1.22676,-1.25511,-0.55923,2.586391,1.946621,2.61982,-0.77046,1.817648,1.358377,0.922908,-1.50165,1.027166,-1.12038,0.198752,-0.903,1.055483,0.06429,0.526071,-3.20151,1.550767,2.618984,-0.4237,-0.67637,-1.00241,3.705026,0.767116,-0.29166,-0.19678,-0.5585,2.49448,-2.49051,1.825105
414.1239,-0.19503,1.120322,3.097589312,1.824565,0.435441,0.42868,-2.10073,0.609502,0.494885,-1.46578,-2.99722,1.990643,1.307293,0.26221,2.335673,1.694151,-0.777,1.056351,3.706946,1.821107,-2.17407,0.711211,-0.00000432,0.840932,-1.04601,-1.62684,-0.05706,1.182683,1.987527,-1.61253,1.524617,-0.0643,-0.72337,0.448229,-3.0342,2.738108,-0.14123,-0.36893,1.566325,-0.12148,0.47209,-2.15834,-0.26238,-0.06207,8.575074,0.242984,1.216769
414.5192,0.19502,1.307022,0.580787515,1.581265,-1.55509,-0.97981,0.960332,-0.12189,-0.37116,-9.66793,-1.4667,-1.4769,0.392174,0.327758,1.427326,0.759438,-1.73328,-0.6835,0.419231,3.014162,3.963408,-0.5334,-0.38949,0.25874,-0.79986,0.688262,0.513592,1.86734,0.06625,-1.4835,0.64502,0.450098,-0.59184,1.920935,-1.14623,-1.19045,1.200498,-0.79935,1.503634,0.060738,0.236042,1.749985,1.836625,-1.36527,-7.4213,-0.24298,2.068463
414.9145,0.845096,0.124481,-0.064528786,-0.60819,0.995272,-1.46974,1.740594,0.85329,-0.86604,0.0000561,-0.44639,0.449497,0.915088,-1.76994,0.583923,1.22679,0.657454,0.186415,-4.68675,1.883873,-9.52605,-2.07438,0.779014,-1.29373,-2.52269,-0.6257,0.741861,0.435719,0.06625,1.483525,1.993725,-1.47891,-0.65762,0.256127,2.629643,0.238094,1.694852,0.368936,1.628962,1.457757,-0.23604,-0.11666,1.24631,1.365295,-12.9261,-0.12149,1.581777
415.3097,-0.00000107,0.809123,-0.064526663,1.520449,-0.99527,-1.8984,0.060019,0.487588,-0.49487,-0.99599,-0.12754,-0.06422,2.810612,0.983301,0.389278,1.051525,-0.77699,-1.92625,5.384412,2.323427,-7.79852,-1.12607,-0.00000749,-0.71154,-0.18459,0.437985,-0.79893,0.871433,0.132497,0.064498,2.052344,0.514401,-0.98641,1.408693,1.820499,-0.23809,1.624207,0.307448,2.506066,-0.3037,-0.53109,2.799979,1.311886,1.427333,-3.71079,-2.55129,0.060832
415.7048,0.520059,1.182555,0.967992341,1.033923,-0.99528,0.489917,1.680588,2.5599,0.494877,-2.05158,-0.06377,-3.40336,1.634081,0.262207,-0.6488,3.85565,-1.67354,2.299107,-1.8892,2.009489,0.575247,1.60023,0.259659,2.846224,-1.29211,0.375426,-1.36959,4.294948,1.656258,-0.58051,1.114146,-0.57871,-2.95925,1.344661,1.011412,0.833335,1.553601,-0.61489,2.13018,1.45776,-0.64912,-1.05001,1.639874,-0.55854,-8.76781,0.36448,0.608387
